#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HTATSF1	SNRPC	9606.ENSP00000442699	9606.ENSP00000244520	0	0	0	0	0.064	0.099	0	0.375	0.427
HTATSF1	IWS1	9606.ENSP00000442699	9606.ENSP00000295321	0	0	0	0	0.196	0	0	0.343	0.449
HTATSF1	SNIP1	9606.ENSP00000442699	9606.ENSP00000296215	0	0	0	0	0.099	0	0.540	0.068	0.580
HTATSF1	WDR33	9606.ENSP00000442699	9606.ENSP00000325377	0	0	0	0	0.234	0	0	0.258	0.407
HTATSF1	PRPF4B	9606.ENSP00000442699	9606.ENSP00000337194	0	0	0	0	0.116	0.099	0.500	0.326	0.696
HTATSF1	RBM5	9606.ENSP00000442699	9606.ENSP00000343054	0	0	0	0	0.093	0	0.800	0.115	0.825
HTATSF1	SRSF4	9606.ENSP00000442699	9606.ENSP00000362900	0	0	0	0	0.058	0.686	0	0.105	0.712
HTATSF1	LSM2	9606.ENSP00000442699	9606.ENSP00000364813	0	0	0	0	0.094	0	0.500	0.048	0.531
HTATSF1	RBM17	9606.ENSP00000442699	9606.ENSP00000388638	0	0	0	0	0.287	0	0	0.295	0.475
IGBP1	PPP2R1B	9606.ENSP00000363661	9606.ENSP00000311344	0	0	0	0	0.055	0.106	0	0.378	0.428
IGF2BP1	IGF2BP3	9606.ENSP00000290341	9606.ENSP00000258729	0	0	0.052	0.976	0.777	0.877	0	0.468	0.984
IGF2BP1	PUM1	9606.ENSP00000290341	9606.ENSP00000391723	0	0	0	0	0.042	0.164	0	0.349	0.433
IGF2BP1	MEPCE	9606.ENSP00000290341	9606.ENSP00000308546	0	0	0	0	0.042	0.421	0	0.069	0.438
IGF2BP1	MOV10	9606.ENSP00000290341	9606.ENSP00000399797	0	0	0	0	0.047	0.562	0	0.398	0.726
IGF2BP1	METTL14	9606.ENSP00000290341	9606.ENSP00000373474	0	0	0	0	0.047	0	0	0.785	0.786
IGF2BP1	VIRMA	9606.ENSP00000290341	9606.ENSP00000297591	0	0	0	0	0.042	0	0	0.848	0.848
IGF2BP1	YTHDF2	9606.ENSP00000290341	9606.ENSP00000444660	0	0	0	0	0.042	0.166	0	0.853	0.872
IGF2BP3	KPNA2	9606.ENSP00000258729	9606.ENSP00000438483	0	0	0	0	0.194	0.292	0	0.107	0.446
IGF2BP3	MEPCE	9606.ENSP00000258729	9606.ENSP00000308546	0	0	0	0	0	0.421	0	0.115	0.465
IGF2BP3	RBM3	9606.ENSP00000258729	9606.ENSP00000365950	0	0	0	0	0	0.300	0	0.336	0.515
IGF2BP3	MOV10	9606.ENSP00000258729	9606.ENSP00000399797	0	0	0	0	0.049	0.396	0	0.286	0.554
IGF2BP3	VIRMA	9606.ENSP00000258729	9606.ENSP00000297591	0	0	0	0	0.042	0.141	0	0.797	0.818
IGF2BP3	METTL14	9606.ENSP00000258729	9606.ENSP00000373474	0	0	0	0	0.044	0	0	0.828	0.829
IGF2BP3	YTHDF2	9606.ENSP00000258729	9606.ENSP00000444660	0	0	0	0	0.042	0	0	0.845	0.845
IKBIP	IRAK1	9606.ENSP00000299157	9606.ENSP00000358997	0	0	0	0	0.057	0.084	0	0.421	0.456
IKBKG	RPAP3	9606.ENSP00000483825	9606.ENSP00000005386	0	0	0	0	0.062	0.438	0	0.091	0.479
IKBKG	TRAF2	9606.ENSP00000483825	9606.ENSP00000247668	0	0	0	0	0.147	0.796	0.900	0.958	0.999
IKBKG	PPP2R1B	9606.ENSP00000483825	9606.ENSP00000311344	0	0	0	0	0.056	0.292	0	0.400	0.563
IKBKG	TLR8	9606.ENSP00000483825	9606.ENSP00000312082	0	0	0	0	0.082	0.145	0	0.368	0.461
IKBKG	IRAK1	9606.ENSP00000483825	9606.ENSP00000358997	0	0	0	0	0.194	0.994	0.500	0.824	0.999
IKBKG	XIAP	9606.ENSP00000483825	9606.ENSP00000360242	0	0	0	0	0.076	0	0.500	0.447	0.722
IKBKG	UBE2D1	9606.ENSP00000483825	9606.ENSP00000363019	0	0	0	0	0.074	0.105	0.500	0.307	0.674
IKBKG	YTHDF2	9606.ENSP00000483825	9606.ENSP00000444660	0	0	0	0	0.063	0	0	0.438	0.450
IL1RAP	IRAK1	9606.ENSP00000314807	9606.ENSP00000358997	0	0	0	0	0	0.525	0.500	0.824	0.954
IMP4	TRMT6	9606.ENSP00000259239	9606.ENSP00000203001	0	0	0	0	0.460	0	0	0	0.460
IMP4	UTP18	9606.ENSP00000259239	9606.ENSP00000225298	0	0	0	0	0.902	0.976	0.540	0.081	0.998
IMP4	MPHOSPH10	9606.ENSP00000259239	9606.ENSP00000244230	0	0	0	0	0.829	0.997	0.800	0.110	0.999
IMP4	NVL	9606.ENSP00000259239	9606.ENSP00000281701	0	0	0	0	0.401	0	0	0	0.401
IMP4	NOP10	9606.ENSP00000259239	9606.ENSP00000332198	0	0	0	0	0.406	0	0	0	0.406
IMP4	THOC3	9606.ENSP00000259239	9606.ENSP00000265097	0	0.428	0	0	0.060	0	0	0	0.439
IMP4	TRMT61A	9606.ENSP00000259239	9606.ENSP00000374399	0	0	0	0	0.473	0	0	0	0.473
IMP4	PUS7	9606.ENSP00000259239	9606.ENSP00000417402	0	0	0	0	0.326	0	0	0.290	0.501
IMP4	NSUN5	9606.ENSP00000259239	9606.ENSP00000309126	0	0	0	0	0.498	0	0	0.116	0.537
IMP4	NOL9	9606.ENSP00000259239	9606.ENSP00000366934	0	0	0	0	0.246	0	0.500	0	0.607
IMP4	PUM3	9606.ENSP00000259239	9606.ENSP00000380982	0	0	0	0	0.783	0	0	0	0.783
IMP4	RPS19BP1	9606.ENSP00000259239	9606.ENSP00000333948	0	0	0	0	0.190	0.800	0	0	0.831
IMP4	RRP1B	9606.ENSP00000259239	9606.ENSP00000339145	0	0	0	0	0.774	0.292	0	0	0.833
IMP4	POLR1E	9606.ENSP00000259239	9606.ENSP00000367029	0	0	0	0	0.851	0	0	0	0.851
IMP4	LYAR	9606.ENSP00000259239	9606.ENSP00000345917	0	0	0	0	0.828	0.201	0	0	0.857
IMP4	RBM34	9606.ENSP00000259239	9606.ENSP00000386226	0	0	0	0	0.688	0.535	0	0.116	0.860
IMP4	RRS1	9606.ENSP00000259239	9606.ENSP00000322396	0	0	0	0	0.856	0	0	0.237	0.885
IMP4	WDR12	9606.ENSP00000259239	9606.ENSP00000261015	0	0	0	0	0.901	0	0.900	0.116	0.990
IMP4	WDR3	9606.ENSP00000259239	9606.ENSP00000308179	0	0	0	0	0.831	0.976	0.540	0.091	0.998
IMP4	NOL10	9606.ENSP00000259239	9606.ENSP00000371101	0	0	0	0	0.841	0.986	0.540	0	0.998
IMP4	WDR43	9606.ENSP00000259239	9606.ENSP00000384302	0	0	0	0	0.880	0.976	0.500	0	0.998
IMP4	NGDN	9606.ENSP00000259239	9606.ENSP00000386134	0	0	0	0	0.863	0.976	0.540	0.212	0.998
IMP4	WDR36	9606.ENSP00000259239	9606.ENSP00000423067	0	0	0	0	0.845	0.991	0.540	0.091	0.999
IMP4	TBL3	9606.ENSP00000259239	9606.ENSP00000454836	0	0	0	0	0.842	0.991	0.540	0.072	0.999
IMP4	UTP4	9606.ENSP00000259239	9606.ENSP00000327179	0	0	0	0	0.864	0.988	0.540	0	0.999
IMPA2	MRPS10	9606.ENSP00000269159	9606.ENSP00000053468	0	0	0	0	0	0.319	0	0.224	0.448
IMPA2	PGM2L1	9606.ENSP00000269159	9606.ENSP00000298198	0.090	0	0	0	0.056	0	0.337	0.209	0.489
IMPA2	PLCB1	9606.ENSP00000269159	9606.ENSP00000338185	0	0	0	0	0	0	0.650	0.119	0.678
INTS10	INTS13	9606.ENSP00000381064	9606.ENSP00000261191	0	0	0	0	0.063	0.821	0.800	0.623	0.985
INTS10	INTS4	9606.ENSP00000381064	9606.ENSP00000434466	0	0	0	0	0.180	0.636	0.800	0.806	0.986
INTS10	INTS14	9606.ENSP00000381064	9606.ENSP00000498715	0	0	0	0	0.184	0.820	0.800	0.772	0.992
INTS13	TP53BP1	9606.ENSP00000261191	9606.ENSP00000371475	0	0	0	0	0.056	0.439	0	0	0.447
INTS13	INTS4	9606.ENSP00000261191	9606.ENSP00000434466	0	0	0	0	0.067	0.618	0.800	0.716	0.977
INTS13	INTS14	9606.ENSP00000261191	9606.ENSP00000498715	0	0	0	0	0.086	0.978	0.800	0.955	0.999
INTS14	MDC1	9606.ENSP00000498715	9606.ENSP00000365588	0	0	0	0	0.064	0.452	0	0.057	0.475
INTS14	TP53BP1	9606.ENSP00000498715	9606.ENSP00000371475	0	0	0	0	0.079	0.472	0	0	0.493
INTS14	RTF1	9606.ENSP00000498715	9606.ENSP00000374280	0	0	0	0	0.124	0.292	0	0.117	0.404
INTS14	INTS4	9606.ENSP00000498715	9606.ENSP00000434466	0	0	0	0	0.125	0.348	0.800	0.639	0.953
INTS4	POLR2H	9606.ENSP00000434466	9606.ENSP00000415536	0	0	0	0	0.055	0.800	0	0	0.802
IRAK1	TGFB1	9606.ENSP00000358997	9606.ENSP00000221930	0	0	0	0	0.084	0.126	0	0.358	0.441
IRAK1	TRAF2	9606.ENSP00000358997	9606.ENSP00000247668	0	0	0	0	0.087	0.095	0.900	0.357	0.939
IRAK1	PRKCI	9606.ENSP00000358997	9606.ENSP00000295797	0	0	0	0.555	0.049	0	0.500	0.057	0.512
IRAK1	PPP2R1B	9606.ENSP00000358997	9606.ENSP00000311344	0	0	0	0	0.079	0	0.900	0.052	0.905
IRAK1	TLR8	9606.ENSP00000358997	9606.ENSP00000312082	0	0	0	0	0.071	0.125	0	0.833	0.852
IRAK1	SPP1	9606.ENSP00000358997	9606.ENSP00000378517	0	0	0	0	0.060	0.095	0	0.552	0.586
ISY1	RBM22	9606.ENSP00000273541	9606.ENSP00000199814	0	0	0	0	0.149	0.951	0.800	0.256	0.993
ISY1	PPWD1	9606.ENSP00000273541	9606.ENSP00000261308	0	0	0	0	0.060	0.800	0	0	0.803
ISY1	LIG1	9606.ENSP00000273541	9606.ENSP00000263274	0	0	0	0	0.042	0	0.400	0	0.400
ISY1	SNIP1	9606.ENSP00000273541	9606.ENSP00000296215	0	0	0	0	0.180	0.568	0	0.073	0.643
IWS1	RPAP3	9606.ENSP00000295321	9606.ENSP00000005386	0	0	0	0	0.359	0.176	0	0.052	0.456
IWS1	PAF1	9606.ENSP00000295321	9606.ENSP00000221265	0	0	0	0	0.110	0.507	0	0	0.542
IWS1	MPHOSPH10	9606.ENSP00000295321	9606.ENSP00000244230	0	0	0	0	0.594	0	0	0	0.594
IWS1	MFAP1	9606.ENSP00000295321	9606.ENSP00000267812	0	0	0	0	0.650	0	0	0.214	0.713
IWS1	UBXN7	9606.ENSP00000295321	9606.ENSP00000296328	0	0	0	0	0.126	0.406	0	0.123	0.505
IWS1	SAP30BP	9606.ENSP00000295321	9606.ENSP00000462116	0	0	0	0	0.246	0	0	0.385	0.517
IWS1	POLR2H	9606.ENSP00000295321	9606.ENSP00000415536	0	0	0	0	0.063	0.507	0	0	0.518
IWS1	WDR33	9606.ENSP00000295321	9606.ENSP00000325377	0	0	0	0	0.300	0	0	0.342	0.520
IWS1	NCBP2	9606.ENSP00000295321	9606.ENSP00000326806	0	0	0	0	0.109	0	0.500	0.240	0.632
IWS1	RTF1	9606.ENSP00000295321	9606.ENSP00000374280	0	0	0	0	0.353	0.770	0	0.388	0.901
JMJD6	PPIL4	9606.ENSP00000394085	9606.ENSP00000253329	0	0	0	0	0.153	0.360	0	0.127	0.485
JMJD6	RSRC2	9606.ENSP00000394085	9606.ENSP00000330188	0	0	0	0	0.056	0.504	0	0	0.511
JMJD6	NKAP	9606.ENSP00000394085	9606.ENSP00000360464	0	0	0	0	0	0.400	0	0	0.400
JMJD6	RIOX1	9606.ENSP00000394085	9606.ENSP00000477507	0	0	0	0	0.049	0	0	0.561	0.564
JPT1	KPNA2	9606.ENSP00000348316	9606.ENSP00000438483	0	0	0	0	0.316	0.226	0	0.203	0.541
KIF13A	KLC2	9606.ENSP00000259711	9606.ENSP00000399403	0	0	0	0	0	0	0.540	0.267	0.648
KIF13A	KLC1	9606.ENSP00000259711	9606.ENSP00000414982	0	0	0	0	0.042	0	0.540	0.286	0.658
KLC1	RTF1	9606.ENSP00000414982	9606.ENSP00000374280	0	0	0	0	0.152	0.292	0	0.117	0.423
KLC1	KLC2	9606.ENSP00000414982	9606.ENSP00000399403	0	0	0.057	0.967	0.074	0.874	0.900	0.415	0.992
KLC2	SMAD2	9606.ENSP00000399403	9606.ENSP00000262160	0	0	0	0	0.066	0.045	0	0.503	0.519
KLC2	SPAST	9606.ENSP00000399403	9606.ENSP00000320885	0	0	0	0	0.064	0.076	0	0.393	0.430
KLHL22	UBXN7	9606.ENSP00000331682	9606.ENSP00000296328	0	0	0	0	0.041	0.497	0	0.194	0.577
KPNA2	MCM4	9606.ENSP00000438483	9606.ENSP00000262105	0	0	0	0	0.374	0	0	0.270	0.524
KPNA2	MCM6	9606.ENSP00000438483	9606.ENSP00000264156	0	0	0	0	0.368	0.053	0	0.227	0.498
KPNA2	SMC2	9606.ENSP00000438483	9606.ENSP00000286398	0	0	0	0	0.432	0.085	0	0.150	0.520
KPNA2	MAD2L1	9606.ENSP00000438483	9606.ENSP00000296509	0	0	0	0	0.508	0	0	0.290	0.636
KPNA2	RRM1	9606.ENSP00000438483	9606.ENSP00000300738	0	0	0	0	0.331	0	0	0.156	0.411
KPNA2	MEPCE	9606.ENSP00000438483	9606.ENSP00000308546	0	0	0	0	0.047	0.421	0	0.049	0.429
KPNA2	NCBP2	9606.ENSP00000438483	9606.ENSP00000326806	0	0	0	0	0.084	0.979	0	0.251	0.985
KPNA2	SMC4	9606.ENSP00000438483	9606.ENSP00000341382	0	0	0	0	0.424	0.085	0	0.259	0.575
KPNA2	LYAR	9606.ENSP00000438483	9606.ENSP00000345917	0	0	0	0	0.186	0.120	0	0.263	0.426
KPNA2	TAF8	9606.ENSP00000438483	9606.ENSP00000362068	0	0	0	0	0	0.926	0	0.164	0.935
KPNA2	SRSF4	9606.ENSP00000438483	9606.ENSP00000362900	0	0	0	0	0.074	0.093	0	0.424	0.475
KPNA2	RFC3	9606.ENSP00000438483	9606.ENSP00000369411	0	0	0	0	0.321	0	0	0.203	0.436
KPNA2	TP53BP1	9606.ENSP00000438483	9606.ENSP00000371475	0	0	0	0	0.070	0.602	0	0.101	0.638
KPNA2	RFC4	9606.ENSP00000438483	9606.ENSP00000376272	0	0	0	0	0.289	0	0	0.264	0.455
KPNA2	MOV10	9606.ENSP00000438483	9606.ENSP00000399797	0	0	0	0	0.044	0	0.500	0.409	0.693
KPNA2	UBE2T	9606.ENSP00000438483	9606.ENSP00000494957	0	0	0	0	0.385	0	0	0.066	0.402
KPNA2	RNMT	9606.ENSP00000438483	9606.ENSP00000466111	0	0	0	0	0.131	0.381	0	0.063	0.453
KRT2	KRT86	9606.ENSP00000310861	9606.ENSP00000444533	0	0	0.056	0.913	0.087	0.060	0.400	0.062	0.462
KTI12	MCM5	9606.ENSP00000360676	9606.ENSP00000216122	0	0	0	0	0.064	0	0	0.560	0.571
KTI12	WDR36	9606.ENSP00000360676	9606.ENSP00000423067	0	0	0	0	0.401	0	0	0	0.401
KTI12	PPP6R3	9606.ENSP00000360676	9606.ENSP00000377390	0	0	0	0	0.054	0	0	0.612	0.617
KTI12	URM1	9606.ENSP00000360676	9606.ENSP00000501135	0	0	0	0	0.049	0	0	0.681	0.684
LIG1	RFC2	9606.ENSP00000263274	9606.ENSP00000055077	0	0	0	0	0.304	0.112	0.500	0.452	0.808
LIG1	MCM5	9606.ENSP00000263274	9606.ENSP00000216122	0	0	0	0	0.927	0	0	0.306	0.947
LIG1	MSH6	9606.ENSP00000263274	9606.ENSP00000234420	0	0	0	0	0.411	0.088	0	0.674	0.810
LIG1	UNG	9606.ENSP00000263274	9606.ENSP00000242576	0	0	0	0	0.211	0	0	0.942	0.952
LIG1	MCM4	9606.ENSP00000263274	9606.ENSP00000262105	0	0	0	0	0.743	0	0	0.412	0.843
LIG1	MCMBP	9606.ENSP00000263274	9606.ENSP00000353098	0	0	0	0	0.261	0	0	0.258	0.428
LIG1	SMC2	9606.ENSP00000263274	9606.ENSP00000286398	0.057	0	0	0	0.353	0.080	0	0.112	0.434
LIG1	SMC4	9606.ENSP00000263274	9606.ENSP00000341382	0.057	0	0	0	0.365	0.080	0	0.112	0.445
LIG1	POLR2H	9606.ENSP00000263274	9606.ENSP00000415536	0	0	0	0	0.119	0	0.400	0	0.449
LIG1	MDC1	9606.ENSP00000263274	9606.ENSP00000365588	0	0	0	0	0.182	0.067	0	0.432	0.529
LIG1	RRM1	9606.ENSP00000263274	9606.ENSP00000300738	0.049	0	0	0	0.452	0	0	0.262	0.582
LIG1	POLE3	9606.ENSP00000263274	9606.ENSP00000363286	0	0	0	0	0.067	0	0.500	0.237	0.613
LIG1	TP53BP1	9606.ENSP00000263274	9606.ENSP00000371475	0	0	0	0	0.121	0.314	0	0.495	0.669
LIG1	RAD9A	9606.ENSP00000263274	9606.ENSP00000311360	0	0	0	0	0.146	0.314	0	0.623	0.760
LIG1	POLD2	9606.ENSP00000263274	9606.ENSP00000480186	0	0	0	0	0.311	0	0.500	0.448	0.793
LIG1	MCM2	9606.ENSP00000263274	9606.ENSP00000265056	0	0	0	0	0.781	0	0	0.209	0.819
LIG1	RFC3	9606.ENSP00000263274	9606.ENSP00000369411	0	0	0	0	0.392	0.126	0.500	0.420	0.825
LIG1	RFC5	9606.ENSP00000263274	9606.ENSP00000408295	0	0	0	0	0.419	0.112	0.500	0.420	0.830
LIG1	RFC1	9606.ENSP00000263274	9606.ENSP00000371321	0	0	0	0	0.375	0.095	0.500	0.552	0.856
LIG1	MCM6	9606.ENSP00000263274	9606.ENSP00000264156	0	0	0	0	0.808	0	0	0.308	0.861
LIG1	RFC4	9606.ENSP00000263274	9606.ENSP00000376272	0	0	0	0	0.725	0.112	0.500	0.708	0.959
LIG1	POLD1	9606.ENSP00000263274	9606.ENSP00000472445	0	0	0	0	0.765	0.098	0.500	0.778	0.973
LLPH	RBM34	9606.ENSP00000266604	9606.ENSP00000386226	0	0	0	0	0.293	0.204	0	0	0.413
LSM2	RBM22	9606.ENSP00000364813	9606.ENSP00000199814	0	0	0	0	0.073	0.838	0	0.193	0.868
LSM2	PHF5A	9606.ENSP00000364813	9606.ENSP00000216252	0	0	0	0	0.283	0.908	0.900	0.289	0.994
LSM2	SNRPC	9606.ENSP00000364813	9606.ENSP00000244520	0	0	0	0	0.182	0.879	0	0.503	0.946
LSM2	MFAP1	9606.ENSP00000364813	9606.ENSP00000267812	0	0	0	0	0.098	0.800	0.900	0.519	0.990
LSM2	SNIP1	9606.ENSP00000364813	9606.ENSP00000296215	0	0	0	0	0.067	0.915	0.900	0.089	0.991
LSM2	MEPCE	9606.ENSP00000364813	9606.ENSP00000308546	0	0	0	0	0.072	0.411	0	0	0.430
LSM2	NCBP2	9606.ENSP00000364813	9606.ENSP00000326806	0	0	0	0	0.119	0.800	0	0.271	0.860
LSM2	PRPF4B	9606.ENSP00000364813	9606.ENSP00000337194	0	0	0	0	0.054	0.800	0	0.127	0.820
LSM2	RNF113A	9606.ENSP00000364813	9606.ENSP00000360497	0	0	0	0	0.072	0	0.900	0.091	0.908
LSM2	ZCCHC8	9606.ENSP00000364813	9606.ENSP00000438993	0	0	0	0	0.047	0	0	0.418	0.422
LYAR	UTP18	9606.ENSP00000345917	9606.ENSP00000225298	0	0	0	0	0.354	0	0	0.217	0.473
LYAR	MPHOSPH10	9606.ENSP00000345917	9606.ENSP00000244230	0	0	0	0	0.749	0.165	0	0	0.781
LYAR	WDR12	9606.ENSP00000345917	9606.ENSP00000261015	0	0	0	0	0.457	0.127	0	0.188	0.582
LYAR	NSUN5	9606.ENSP00000345917	9606.ENSP00000309126	0	0	0	0	0.205	0	0	0.313	0.430
LYAR	RRS1	9606.ENSP00000345917	9606.ENSP00000322396	0	0	0	0	0.850	0.190	0	0.386	0.919
LYAR	UTP4	9606.ENSP00000345917	9606.ENSP00000327179	0	0	0	0	0.419	0	0	0	0.419
LYAR	NOP10	9606.ENSP00000345917	9606.ENSP00000332198	0	0	0	0	0.694	0	0	0.060	0.700
LYAR	RRP1B	9606.ENSP00000345917	9606.ENSP00000339145	0	0	0	0	0.694	0.537	0	0.459	0.916
LYAR	POLR2H	9606.ENSP00000345917	9606.ENSP00000415536	0	0	0	0	0.410	0	0	0	0.410
LYAR	WDR36	9606.ENSP00000345917	9606.ENSP00000423067	0	0	0	0	0.428	0	0	0	0.428
LYAR	OGFOD1	9606.ENSP00000345917	9606.ENSP00000457258	0	0	0	0	0.170	0	0	0.341	0.430
LYAR	RBM34	9606.ENSP00000345917	9606.ENSP00000386226	0	0	0	0	0.452	0.199	0	0	0.542
LYAR	PUM3	9606.ENSP00000345917	9606.ENSP00000380982	0	0	0	0	0.478	0.167	0	0	0.546
LYAR	TBL3	9606.ENSP00000345917	9606.ENSP00000454836	0	0	0	0	0.600	0	0	0	0.600
LYAR	NOL10	9606.ENSP00000345917	9606.ENSP00000371101	0	0	0	0	0.625	0	0	0	0.625
LYAR	POLR1E	9606.ENSP00000345917	9606.ENSP00000367029	0	0	0	0	0.562	0.127	0	0.162	0.652
LYAR	WDR43	9606.ENSP00000345917	9606.ENSP00000384302	0	0	0	0	0.701	0.096	0	0	0.718
LYAR	NGDN	9606.ENSP00000345917	9606.ENSP00000386134	0	0	0	0	0.727	0	0	0.297	0.800
MAD2L1	RFC2	9606.ENSP00000296509	9606.ENSP00000055077	0	0	0	0	0.363	0.069	0	0.204	0.487
MAD2L1	MCM5	9606.ENSP00000296509	9606.ENSP00000216122	0	0	0	0	0.633	0	0	0.595	0.845
MAD2L1	VRK1	9606.ENSP00000296509	9606.ENSP00000216639	0	0	0	0	0.537	0.071	0	0	0.551
MAD2L1	MCM4	9606.ENSP00000296509	9606.ENSP00000262105	0	0	0	0	0.585	0	0	0.666	0.855
MAD2L1	MCM6	9606.ENSP00000296509	9606.ENSP00000264156	0	0	0	0	0.592	0	0	0.590	0.825
MAD2L1	MCM2	9606.ENSP00000296509	9606.ENSP00000265056	0	0	0	0	0.564	0	0	0.465	0.757
MAD2L1	SMC2	9606.ENSP00000296509	9606.ENSP00000286398	0	0	0	0	0.661	0.107	0	0.251	0.754
MAD2L1	POLD1	9606.ENSP00000296509	9606.ENSP00000472445	0	0	0	0	0.183	0.098	0	0.269	0.415
MAD2L1	WDR33	9606.ENSP00000296509	9606.ENSP00000325377	0	0	0	0	0.120	0.310	0	0.127	0.423
MAD2L1	TBL1XR1	9606.ENSP00000296509	9606.ENSP00000405574	0	0	0	0	0.120	0.310	0	0.150	0.439
MAD2L1	MCMBP	9606.ENSP00000296509	9606.ENSP00000353098	0	0	0	0	0.209	0	0	0.332	0.449
MAD2L1	RFC5	9606.ENSP00000296509	9606.ENSP00000408295	0	0	0	0	0.434	0.069	0	0.174	0.527
MAD2L1	PPP2R1B	9606.ENSP00000296509	9606.ENSP00000311344	0	0	0	0	0.063	0	0.500	0.286	0.636
MAD2L1	UBE2D1	9606.ENSP00000296509	9606.ENSP00000363019	0	0	0	0	0.124	0.059	0.500	0.286	0.666
MAD2L1	RRM1	9606.ENSP00000296509	9606.ENSP00000300738	0	0	0	0	0.596	0	0	0.256	0.687
MAD2L1	NUP37	9606.ENSP00000296509	9606.ENSP00000448054	0	0	0	0	0.431	0.093	0.500	0.184	0.761
MAD2L1	SMC4	9606.ENSP00000296509	9606.ENSP00000341382	0	0	0	0	0.513	0.107	0	0.498	0.763
MAD2L1	UBE2T	9606.ENSP00000296509	9606.ENSP00000494957	0	0	0	0	0.783	0.059	0	0.273	0.838
MAD2L1	RFC3	9606.ENSP00000296509	9606.ENSP00000369411	0	0	0	0	0.779	0.069	0	0.369	0.859
MAD2L1	RFC4	9606.ENSP00000296509	9606.ENSP00000376272	0	0	0	0	0.848	0.069	0	0.658	0.947
MAGOH	RBM22	9606.ENSP00000360525	9606.ENSP00000199814	0	0	0	0	0.143	0.914	0	0.238	0.939
MAGOH	PHF5A	9606.ENSP00000360525	9606.ENSP00000216252	0	0	0	0	0.496	0	0	0.254	0.608
MAGOH	SNRPC	9606.ENSP00000360525	9606.ENSP00000244520	0	0	0	0	0.301	0.186	0	0.102	0.444
MAGOH	PPWD1	9606.ENSP00000360525	9606.ENSP00000261308	0	0	0	0	0.110	0.800	0	0.137	0.833
MAGOH	THOC3	9606.ENSP00000360525	9606.ENSP00000265097	0	0	0	0	0.062	0	0.500	0.238	0.611
MAGOH	WDR70	9606.ENSP00000360525	9606.ENSP00000265107	0	0	0	0	0.056	0.808	0	0.055	0.814
MAGOH	MFAP1	9606.ENSP00000360525	9606.ENSP00000267812	0	0	0	0	0.159	0	0.400	0	0.473
MAGOH	SDE2	9606.ENSP00000360525	9606.ENSP00000272091	0	0	0	0	0.054	0.800	0	0	0.802
MAGOH	UPF3B	9606.ENSP00000360525	9606.ENSP00000276201	0	0	0	0	0.085	0.999	0.900	0.964	0.999
MAGOH	SNIP1	9606.ENSP00000360525	9606.ENSP00000296215	0	0	0	0	0.084	0.503	0.400	0.069	0.711
MAGOH	NCBP2	9606.ENSP00000360525	9606.ENSP00000326806	0	0	0	0	0.150	0	0.500	0.619	0.824
MAGOH	PRPF4B	9606.ENSP00000360525	9606.ENSP00000337194	0	0	0	0	0.049	0.591	0	0.112	0.624
MAGOH	NKAP	9606.ENSP00000360525	9606.ENSP00000360464	0	0	0	0	0.056	0.800	0	0	0.803
MAGOH	RNF113A	9606.ENSP00000360525	9606.ENSP00000360497	0	0	0	0	0.144	0	0.400	0.071	0.481
MAGOH	MOV10	9606.ENSP00000360525	9606.ENSP00000399797	0	0	0	0	0.042	0	0	0.494	0.494
MAGOH	THOC5	9606.ENSP00000360525	9606.ENSP00000420306	0	0	0	0	0.139	0	0.500	0.148	0.601
MAGOH	SMG8	9606.ENSP00000360525	9606.ENSP00000438748	0	0	0	0	0.054	0	0	0.624	0.629
MAGOH	NUP37	9606.ENSP00000360525	9606.ENSP00000448054	0	0	0	0	0.200	0	0.500	0.164	0.636
MAGOH	RBM3	9606.ENSP00000360525	9606.ENSP00000365950	0	0	0	0	0.061	0.299	0	0.506	0.647
MAGOH	SRSF4	9606.ENSP00000360525	9606.ENSP00000362900	0	0	0	0	0.085	0.591	0.500	0.309	0.853
MAP4K4	STK26	9606.ENSP00000343658	9606.ENSP00000377867	0	0	0	0.852	0.042	0.194	0	0.344	0.449
MAP4K4	STRIP1	9606.ENSP00000343658	9606.ENSP00000358810	0	0	0	0	0.049	0.454	0	0.305	0.607
MAPK13	TGFB1	9606.ENSP00000211287	9606.ENSP00000221930	0	0	0	0	0.055	0.047	0	0.389	0.401
MAPK13	MEF2D	9606.ENSP00000211287	9606.ENSP00000271555	0	0	0	0	0.053	0.308	0	0.504	0.646
MBD2	SAP30BP	9606.ENSP00000256429	9606.ENSP00000462116	0	0	0	0	0.075	0	0.500	0	0.517
MBD2	RCOR1	9606.ENSP00000256429	9606.ENSP00000262241	0	0	0	0	0.096	0	0	0.612	0.635
MBD2	SIN3A	9606.ENSP00000256429	9606.ENSP00000378402	0	0	0	0	0.075	0.460	0.500	0.338	0.812
MCM2	RFC2	9606.ENSP00000265056	9606.ENSP00000055077	0.085	0	0	0	0.505	0.154	0	0.283	0.689
MCM2	MCM5	9606.ENSP00000265056	9606.ENSP00000216122	0	0	0	0.771	0.991	0.998	0.900	0.606	0.999
MCM2	MSH6	9606.ENSP00000265056	9606.ENSP00000234420	0	0	0	0	0.430	0	0	0.228	0.541
